0,filename
127,MIT-Normal_00
220,MIT-Normal_00
314,MIT-Normal_00
408,MIT-Normal_00
491,MIT-Normal_00
600,MIT-Normal_00
680,MIT-Normal_00
774,MIT-Normal_00
870,MIT-Normal_00
982,MIT-Normal_00
1072,MIT-Normal_00
1166,MIT-Normal_00
1278,MIT-Normal_00
1375,MIT-Normal_00
1471,MIT-Normal_00
1565,MIT-Normal_00
1659,MIT-Normal_00
1742,MIT-Normal_00
1837,MIT-Normal_00
1914,MIT-Normal_00
2003,MIT-Normal_00
2101,MIT-Normal_00
2190,MIT-Normal_00
2291,MIT-Normal_00
2382,MIT-Normal_00
2472,MIT-Normal_00
2560,MIT-Normal_00
2649,MIT-Normal_00
2738,MIT-Normal_00
2816,MIT-Normal_00
2921,MIT-Normal_00
3012,MIT-Normal_00
3106,MIT-Normal_00
3188,MIT-Normal_00
3286,MIT-Normal_00
3392,MIT-Normal_00
3472,MIT-Normal_00
3569,MIT-Normal_00
3658,MIT-Normal_00
3759,MIT-Normal_00
3835,MIT-Normal_00
3940,MIT-Normal_00
4029,MIT-Normal_00
4119,MIT-Normal_00
4196,MIT-Normal_00
4302,MIT-Normal_00
4404,MIT-Normal_00
4505,MIT-Normal_00
4603,MIT-Normal_00
4693,MIT-Normal_00
4782,MIT-Normal_00
4853,MIT-Normal_00
4951,MIT-Normal_00
5031,MIT-Normal_00
5112,MIT-Normal_00
5183,MIT-Normal_00
5275,MIT-Normal_00
5365,MIT-Normal_00
5460,MIT-Normal_00
5560,MIT-Normal_00
5659,MIT-Normal_00
5757,MIT-Normal_00
5847,MIT-Normal_00
5937,MIT-Normal_00
6022,MIT-Normal_00
6101,MIT-Normal_00
6190,MIT-Normal_00
6276,MIT-Normal_00
6359,MIT-Normal_00
6477,MIT-Normal_00
6573,MIT-Normal_00
6671,MIT-Normal_00
6771,MIT-Normal_00
6863,MIT-Normal_00
6972,MIT-Normal_00
7056,MIT-Normal_00
7159,MIT-Normal_00
7244,MIT-Normal_00
7351,MIT-Normal_00
7442,MIT-Normal_00
7525,MIT-Normal_00
7621,MIT-Normal_00
7703,MIT-Normal_00
7798,MIT-Normal_00
7899,MIT-Normal_00
8003,MIT-Normal_00
8101,MIT-Normal_00
8174,MIT-Normal_00
8261,MIT-Normal_00
8356,MIT-Normal_00
8447,MIT-Normal_00
8539,MIT-Normal_00
8642,MIT-Normal_00
8741,MIT-Normal_00
8833,MIT-Normal_00
8922,MIT-Normal_00
9016,MIT-Normal_00
9110,MIT-Normal_00
9197,MIT-Normal_00
9288,MIT-Normal_00
9381,MIT-Normal_00
9452,MIT-Normal_00
9488,MIT-Normal_00
9627,MIT-Normal_00
9705,MIT-Normal_00
9787,MIT-Normal_00
9868,MIT-Normal_00
9948,MIT-Normal_00
10025,MIT-Normal_00
10099,MIT-Normal_00
10187,MIT-Normal_00
10272,MIT-Normal_00
10344,MIT-Normal_00
10404,MIT-Normal_00
